dpr_id,project_title,department,region,duration,estimated_cost,fund_allocation,contingency,start_date,end_date,num_employees,state,district,risk_zone,guidelines_followed,risk_label,recommendation_type,recommendation_description,recommendation_priority,contingency_ratio,duration_months,num_machinery,num_materials,compliance_score,missing_docs_count
DPR_0206,Infrastructure Development Project 573,Rural Development Department,Region 5,10 months,₹123 crore,₹78 crore,₹17 crore,21-04-2025,12-02-2027,157,Assam,Aizawl,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.138211382,10,5,3,0,2
DPR_0207,Infrastructure Development Project 117,Public Works Department,Region 5,34 months,₹233 crore,₹332 crore,₹3 crore,26-06-2025,23-11-2029,30,Meghalaya,Imphal,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.012875536,34,5,3,0,0
DPR_0208,Infrastructure Development Project 933,Urban Development Department,Region 8,28 months,₹134 crore,₹410 crore,₹16 crore,06-03-2025,13-12-2029,191,Tripura,Itanagar,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.119402985,28,4,4,0,0
DPR_0209,Infrastructure Development Project 239,Rural Development Department,Region 2,23 months,₹321 crore,₹318 crore,₹16 crore,19-04-2025,01-08-2028,173,Arunachal Pradesh,Aizawl,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.049844237,23,2,2,1,0
DPR_0210,Infrastructure Development Project 298,Public Works Department,Region 1,13 months,₹448 crore,₹242 crore,₹15 crore,11-04-2024,26-12-2029,52,Meghalaya,Shillong,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.033482143,13,3,2,0,0
DPR_0211,Infrastructure Development Project 890,Urban Development Department,Region 7,29 months,₹73 crore,₹116 crore,₹17 crore,14-07-2025,22-01-2028,157,Sikkim,Aizawl,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.232876712,29,2,3,0,0
DPR_0212,Infrastructure Development Project 185,Public Works Department,Region 4,15 months,₹389 crore,₹214 crore,₹18 crore,21-09-2025,10-11-2028,55,Sikkim,Shillong,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.046272494,15,4,2,1,0
DPR_0213,Infrastructure Development Project 485,Rural Development Department,Region 3,8 months,₹113 crore,₹250 crore,₹9 crore,10-09-2024,01-08-2028,96,Meghalaya,Imphal,None,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.079646018,8,4,3,1,2
DPR_0214,Infrastructure Development Project 245,Water Resources Department,Region 10,32 months,₹464 crore,₹280 crore,₹8 crore,21-06-2025,23-03-2028,93,Meghalaya,Guwahati,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.017241379,32,3,4,0,0
DPR_0215,Infrastructure Development Project 555,Public Works Department,Region 2,35 months,₹250 crore,₹93 crore,₹19 crore,05-10-2026,01-01-2027,54,Manipur,Guwahati,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.076,35,3,2,0,0
DPR_0216,Infrastructure Development Project 246,Road Construction Department,Region 8,24 months,₹432 crore,₹91 crore,₹8 crore,18-05-2026,16-09-2029,99,Mizoram,Guwahati,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.018518519,24,2,5,0,0
DPR_0217,Infrastructure Development Project 283,Rural Development Department,Region 4,19 months,₹256 crore,₹88 crore,₹4 crore,09-10-2026,02-03-2029,134,Mizoram,Shillong,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.015625,19,4,3,0,0
DPR_0218,Infrastructure Development Project 613,Rural Development Department,Region 5,26 months,₹295 crore,₹345 crore,₹20 crore,13-09-2025,10-12-2027,64,Assam,Kohima,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.06779661,26,3,3,1,0
DPR_0219,Infrastructure Development Project 262,Urban Development Department,Region 4,15 months,₹54 crore,₹205 crore,₹12 crore,06-11-2025,10-11-2028,200,Nagaland,Imphal,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.222222222,15,5,5,0,0
DPR_0220,Infrastructure Development Project 619,Road Construction Department,Region 2,22 months,₹90 crore,₹153 crore,₹8 crore,09-08-2024,24-11-2029,71,Arunachal Pradesh,Shillong,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.088888889,22,2,3,0,0
DPR_0221,Infrastructure Development Project 229,Public Works Department,Region 10,8 months,₹386 crore,₹301 crore,₹19 crore,10-06-2026,04-03-2027,93,Assam,Shillong,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.049222798,8,4,4,0,0
DPR_0222,Infrastructure Development Project 936,Water Resources Department,Region 1,24 months,₹263 crore,₹407 crore,₹16 crore,01-04-2025,23-12-2029,197,Mizoram,Imphal,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.060836502,24,2,2,0,1
DPR_0223,Infrastructure Development Project 910,Water Resources Department,Region 10,20 months,₹438 crore,₹273 crore,₹13 crore,07-05-2025,25-12-2029,189,Manipur,Itanagar,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.029680365,20,5,2,0,0
DPR_0224,Infrastructure Development Project 910,Road Construction Department,Region 5,22 months,₹459 crore,₹379 crore,₹8 crore,15-09-2024,05-08-2028,106,Mizoram,Gangtok,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.017429194,22,2,5,0,0
DPR_0225,Infrastructure Development Project 356,Road Construction Department,Region 10,36 months,₹398 crore,₹371 crore,₹15 crore,25-11-2024,27-08-2029,153,Manipur,Dispur,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.037688442,36,3,4,0,1
DPR_0226,Infrastructure Development Project 343,Public Works Department,Region 10,11 months,₹328 crore,₹288 crore,₹12 crore,09-06-2025,03-10-2028,113,Mizoram,Aizawl,Connectivity,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.036585366,11,4,4,1,0
DPR_0227,Infrastructure Development Project 704,Rural Development Department,Region 8,19 months,₹416 crore,₹373 crore,₹5 crore,05-06-2024,15-10-2028,169,Manipur,Shillong,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.012019231,19,5,2,1,0
DPR_0228,Infrastructure Development Project 899,Urban Development Department,Region 10,15 months,₹392 crore,₹441 crore,₹11 crore,18-07-2024,22-09-2029,196,Assam,Guwahati,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.028061224,15,4,5,1,2
DPR_0229,Infrastructure Development Project 999,Urban Development Department,Region 7,6 months,₹460 crore,₹58 crore,₹8 crore,13-11-2024,25-02-2028,37,Mizoram,Gangtok,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.017391304,6,5,2,0,0
DPR_0230,Infrastructure Development Project 125,Water Resources Department,Region 4,8 months,₹499 crore,₹63 crore,₹15 crore,11-10-2024,21-11-2027,182,Mizoram,Agartala,Connectivity,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.03006012,8,3,3,0,0
DPR_0231,Infrastructure Development Project 969,Road Construction Department,Region 4,30 months,₹305 crore,₹399 crore,₹13 crore,02-06-2024,21-06-2027,88,Sikkim,Aizawl,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.042622951,30,3,3,1,0
DPR_0232,Infrastructure Development Project 391,Public Works Department,Region 4,8 months,₹50 crore,₹199 crore,₹17 crore,24-09-2024,15-10-2029,45,Nagaland,Shillong,None,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.34,8,4,4,1,0
DPR_0233,Infrastructure Development Project 592,Water Resources Department,Region 4,30 months,₹152 crore,₹347 crore,₹20 crore,08-02-2025,14-02-2028,157,Sikkim,Itanagar,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.131578947,30,2,3,0,0
DPR_0234,Infrastructure Development Project 599,Rural Development Department,Region 5,27 months,₹133 crore,₹152 crore,₹13 crore,04-09-2024,23-09-2028,135,Nagaland,Kohima,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.097744361,27,3,4,1,0
DPR_0235,Infrastructure Development Project 192,Rural Development Department,Region 5,31 months,₹228 crore,₹91 crore,₹11 crore,21-01-2026,26-06-2028,60,Arunachal Pradesh,Kohima,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.048245614,31,3,3,1,1
DPR_0236,Infrastructure Development Project 609,Public Works Department,Region 8,7 months,₹85 crore,₹76 crore,₹14 crore,03-11-2024,24-03-2028,118,Arunachal Pradesh,Kohima,Landslide,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.164705882,7,3,4,0,0
DPR_0237,Infrastructure Development Project 391,Urban Development Department,Region 1,34 months,₹109 crore,₹229 crore,₹5 crore,27-12-2025,08-03-2028,166,Nagaland,Guwahati,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.04587156,34,4,3,0,0
DPR_0238,Infrastructure Development Project 921,Public Works Department,Region 4,35 months,₹421 crore,₹242 crore,₹5 crore,21-06-2026,12-02-2029,76,Meghalaya,Kohima,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.011876485,35,5,3,0,0
DPR_0239,Infrastructure Development Project 253,Road Construction Department,Region 1,20 months,₹344 crore,₹102 crore,₹8 crore,08-12-2024,11-08-2029,16,Manipur,Shillong,None,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.023255814,20,3,4,1,0
DPR_0240,Infrastructure Development Project 206,Urban Development Department,Region 5,30 months,₹395 crore,₹369 crore,₹19 crore,09-08-2026,21-03-2028,106,Meghalaya,Guwahati,Landslide,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.048101266,30,2,5,0,0
DPR_0241,Infrastructure Development Project 489,Public Works Department,Region 6,13 months,₹390 crore,₹444 crore,₹15 crore,28-10-2026,05-07-2028,11,Assam,Aizawl,Flood,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.038461538,13,3,4,1,0
DPR_0242,Infrastructure Development Project 338,Public Works Department,Region 3,31 months,₹84 crore,₹100 crore,₹19 crore,24-05-2025,22-04-2028,100,Meghalaya,Dispur,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.226190476,31,2,4,1,0
DPR_0243,Infrastructure Development Project 713,Public Works Department,Region 8,18 months,₹450 crore,₹251 crore,₹3 crore,08-01-2025,21-06-2029,199,Nagaland,Aizawl,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.006666667,18,4,2,0,0
DPR_0244,Infrastructure Development Project 456,Water Resources Department,Region 2,36 months,₹91 crore,₹85 crore,₹9 crore,22-08-2025,21-12-2027,172,Nagaland,Dispur,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.098901099,36,5,4,0,1
DPR_0245,Infrastructure Development Project 462,Urban Development Department,Region 8,35 months,₹360 crore,₹339 crore,₹11 crore,25-07-2024,21-08-2027,83,Mizoram,Dispur,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.030555556,35,5,4,1,2
DPR_0246,Infrastructure Development Project 965,Urban Development Department,Region 6,14 months,₹223 crore,₹252 crore,₹2 crore,04-06-2025,09-07-2029,26,Manipur,Kohima,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.00896861,14,2,5,0,0
DPR_0247,Infrastructure Development Project 916,Rural Development Department,Region 10,27 months,₹67 crore,₹312 crore,₹20 crore,18-07-2024,11-11-2027,126,Meghalaya,Kohima,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.298507463,27,3,3,1,0
DPR_0248,Infrastructure Development Project 368,Rural Development Department,Region 2,19 months,₹429 crore,₹420 crore,₹7 crore,16-12-2026,23-09-2028,81,Meghalaya,Aizawl,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.016317016,19,3,3,0,0
DPR_0249,Infrastructure Development Project 823,Water Resources Department,Region 2,9 months,₹450 crore,₹59 crore,₹11 crore,10-12-2026,04-05-2027,45,Mizoram,Agartala,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.024444444,9,3,4,0,1
DPR_0250,Infrastructure Development Project 137,Water Resources Department,Region 3,19 months,₹347 crore,₹205 crore,₹4 crore,11-05-2024,01-06-2027,197,Mizoram,Kohima,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.011527378,19,5,5,1,0
DPR_0251,Infrastructure Development Project 459,Public Works Department,Region 9,26 months,₹389 crore,₹316 crore,₹15 crore,07-04-2026,19-09-2027,199,Meghalaya,Gangtok,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.038560411,26,4,3,1,0
DPR_0252,Infrastructure Development Project 136,Water Resources Department,Region 10,16 months,₹306 crore,₹420 crore,₹17 crore,18-04-2025,16-07-2028,125,Assam,Imphal,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.055555556,16,3,5,1,0
DPR_0253,Infrastructure Development Project 807,Urban Development Department,Region 7,16 months,₹69 crore,₹60 crore,₹12 crore,13-12-2025,18-06-2029,113,Manipur,Aizawl,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.173913043,16,5,5,1,0
DPR_0254,Infrastructure Development Project 991,Rural Development Department,Region 5,34 months,₹456 crore,₹70 crore,₹2 crore,11-02-2024,23-04-2027,156,Arunachal Pradesh,Shillong,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.004385965,34,2,2,0,1
DPR_0255,Infrastructure Development Project 580,Water Resources Department,Region 9,9 months,₹234 crore,₹277 crore,₹6 crore,09-09-2024,14-11-2029,48,Manipur,Kohima,Flood,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.025641026,9,5,2,1,0
DPR_0256,Infrastructure Development Project 941,Water Resources Department,Region 3,30 months,₹370 crore,₹386 crore,₹13 crore,12-05-2026,11-04-2027,106,Meghalaya,Agartala,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.035135135,30,4,2,0,0
DPR_0257,Infrastructure Development Project 129,Urban Development Department,Region 3,28 months,₹295 crore,₹376 crore,₹18 crore,12-11-2025,22-11-2028,89,Meghalaya,Imphal,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.061016949,28,3,3,0,2
DPR_0258,Infrastructure Development Project 240,Public Works Department,Region 3,15 months,₹452 crore,₹347 crore,₹6 crore,18-01-2025,15-09-2027,147,Assam,Itanagar,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.013274336,15,5,2,0,0
DPR_0259,Infrastructure Development Project 374,Rural Development Department,Region 1,33 months,₹494 crore,₹394 crore,₹3 crore,04-11-2026,12-10-2029,52,Arunachal Pradesh,Shillong,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.006072874,33,2,3,0,0
DPR_0260,Infrastructure Development Project 151,Water Resources Department,Region 9,23 months,₹104 crore,₹288 crore,₹7 crore,15-12-2026,25-10-2028,120,Assam,Imphal,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.067307692,23,5,5,0,0
DPR_0261,Infrastructure Development Project 659,Water Resources Department,Region 9,25 months,₹259 crore,₹191 crore,₹6 crore,10-08-2024,09-02-2028,135,Tripura,Imphal,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.023166023,25,2,5,1,2
DPR_0262,Infrastructure Development Project 300,Road Construction Department,Region 9,31 months,₹59 crore,₹413 crore,₹18 crore,12-11-2024,23-12-2028,63,Tripura,Aizawl,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.305084746,31,2,4,0,0
DPR_0263,Infrastructure Development Project 789,Water Resources Department,Region 10,17 months,₹455 crore,₹393 crore,₹16 crore,05-09-2026,25-05-2029,91,Arunachal Pradesh,Agartala,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.035164835,17,5,4,1,0
DPR_0264,Infrastructure Development Project 664,Water Resources Department,Region 9,13 months,₹235 crore,₹249 crore,₹15 crore,19-05-2024,17-04-2028,23,Manipur,Imphal,Connectivity,TRUE,Resource,Resource Planning,Add alternate supplier for raw material shortage,Medium,0.063829787,13,3,4,1,0
DPR_0265,Infrastructure Development Project 827,Public Works Department,Region 4,17 months,₹405 crore,₹215 crore,₹13 crore,14-09-2025,07-12-2028,46,Sikkim,Aizawl,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.032098765,17,5,4,1,0
DPR_0266,Infrastructure Development Project 804,Rural Development Department,Region 2,18 months,₹452 crore,₹140 crore,₹8 crore,12-03-2024,26-05-2028,139,Arunachal Pradesh,Gangtok,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.017699115,18,2,4,0,2
DPR_0267,Infrastructure Development Project 673,Urban Development Department,Region 3,32 months,₹484 crore,₹227 crore,₹15 crore,23-12-2025,28-11-2027,46,Arunachal Pradesh,Dispur,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.030991736,32,5,5,1,0
DPR_0268,Infrastructure Development Project 296,Urban Development Department,Region 9,7 months,₹231 crore,₹361 crore,₹15 crore,24-06-2025,23-12-2028,184,Assam,Itanagar,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.064935065,7,2,2,0,0
DPR_0269,Infrastructure Development Project 505,Water Resources Department,Region 8,23 months,₹386 crore,₹338 crore,₹17 crore,11-04-2024,25-07-2027,65,Assam,Agartala,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.044041451,23,4,3,1,0
DPR_0270,Infrastructure Development Project 611,Rural Development Department,Region 1,8 months,₹476 crore,₹302 crore,₹2 crore,26-01-2025,12-07-2027,53,Tripura,Aizawl,None,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.004201681,8,4,3,1,1
DPR_0271,Infrastructure Development Project 165,Road Construction Department,Region 9,33 months,₹110 crore,₹319 crore,₹20 crore,14-04-2024,16-06-2027,51,Sikkim,Agartala,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.181818182,33,3,4,1,1
DPR_0272,Infrastructure Development Project 201,Urban Development Department,Region 5,21 months,₹241 crore,₹394 crore,₹17 crore,12-04-2026,01-11-2028,124,Nagaland,Kohima,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.070539419,21,4,2,0,0
DPR_0273,Infrastructure Development Project 774,Public Works Department,Region 3,13 months,₹201 crore,₹215 crore,₹13 crore,01-10-2024,21-12-2029,144,Manipur,Itanagar,Connectivity,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.064676617,13,3,3,0,0
DPR_0274,Infrastructure Development Project 253,Road Construction Department,Region 1,18 months,₹92 crore,₹375 crore,₹10 crore,08-03-2026,24-11-2029,104,Arunachal Pradesh,Gangtok,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.108695652,18,2,4,1,0
DPR_0275,Infrastructure Development Project 374,Road Construction Department,Region 1,11 months,₹215 crore,₹64 crore,₹19 crore,27-09-2025,10-02-2027,173,Meghalaya,Aizawl,Flood,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.088372093,11,4,2,0,0
DPR_0276,Infrastructure Development Project 225,Water Resources Department,Region 3,33 months,₹286 crore,₹88 crore,₹5 crore,11-09-2024,05-05-2027,80,Mizoram,Dispur,Connectivity,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.017482517,33,5,2,0,0
DPR_0277,Infrastructure Development Project 988,Public Works Department,Region 5,20 months,₹243 crore,₹146 crore,₹6 crore,13-01-2024,11-02-2027,61,Manipur,Kohima,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.024691358,20,2,4,0,0
DPR_0278,Infrastructure Development Project 729,Rural Development Department,Region 10,18 months,₹314 crore,₹47 crore,₹9 crore,18-02-2024,08-05-2029,138,Nagaland,Dispur,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.02866242,18,4,3,1,1
DPR_0279,Infrastructure Development Project 528,Urban Development Department,Region 7,26 months,₹447 crore,₹103 crore,₹19 crore,01-07-2026,08-05-2029,13,Tripura,Guwahati,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.042505593,26,2,2,0,0
DPR_0280,Infrastructure Development Project 630,Road Construction Department,Region 5,29 months,₹88 crore,₹52 crore,₹12 crore,22-07-2025,25-04-2027,118,Mizoram,Agartala,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.136363636,29,4,3,1,0
DPR_0281,Infrastructure Development Project 437,Urban Development Department,Region 6,13 months,₹240 crore,₹50 crore,₹11 crore,06-08-2024,20-11-2027,99,Manipur,Shillong,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.045833333,13,4,3,0,0
DPR_0282,Infrastructure Development Project 906,Rural Development Department,Region 2,10 months,₹177 crore,₹278 crore,₹14 crore,15-09-2024,09-05-2028,195,Mizoram,Shillong,None,TRUE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.079096045,10,5,5,1,0
DPR_0283,Infrastructure Development Project 392,Water Resources Department,Region 3,18 months,₹329 crore,₹302 crore,₹3 crore,05-03-2024,25-03-2027,166,Tripura,Itanagar,None,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.009118541,18,4,4,1,0
DPR_0284,Infrastructure Development Project 954,Urban Development Department,Region 1,32 months,₹83 crore,₹448 crore,₹9 crore,06-11-2026,26-10-2027,129,Sikkim,Guwahati,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.108433735,32,4,5,0,0
DPR_0285,Infrastructure Development Project 628,Water Resources Department,Region 3,31 months,₹472 crore,₹61 crore,₹8 crore,22-06-2024,12-09-2028,27,Assam,Guwahati,Flood,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.016949153,31,5,2,1,0
DPR_0286,Infrastructure Development Project 292,Rural Development Department,Region 10,29 months,₹194 crore,₹163 crore,₹15 crore,11-11-2025,12-08-2027,168,Tripura,Kohima,None,FALSE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.077319588,29,4,3,0,0
DPR_0287,Infrastructure Development Project 969,Road Construction Department,Region 6,35 months,₹476 crore,₹118 crore,₹11 crore,05-12-2024,21-10-2028,193,Assam,Agartala,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.023109244,35,2,2,1,0
DPR_0288,Infrastructure Development Project 122,Urban Development Department,Region 4,8 months,₹221 crore,₹59 crore,₹20 crore,28-04-2024,03-10-2027,169,Sikkim,Kohima,None,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.090497738,8,2,5,0,0
DPR_0289,Infrastructure Development Project 997,Water Resources Department,Region 4,32 months,₹247 crore,₹340 crore,₹6 crore,28-12-2024,12-07-2027,73,Tripura,Guwahati,Flood,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.024291498,32,4,5,0,0
DPR_0290,Infrastructure Development Project 627,Public Works Department,Region 5,24 months,₹97 crore,₹229 crore,₹12 crore,04-07-2024,20-01-2029,41,Assam,Kohima,Landslide,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.12371134,24,5,3,1,0
DPR_0291,Infrastructure Development Project 679,Water Resources Department,Region 9,29 months,₹206 crore,₹417 crore,₹18 crore,12-05-2026,28-10-2029,82,Manipur,Shillong,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.087378641,29,5,4,1,0
DPR_0292,Infrastructure Development Project 862,Rural Development Department,Region 2,18 months,₹207 crore,₹192 crore,₹7 crore,04-07-2024,19-03-2029,178,Tripura,Dispur,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.033816425,18,2,4,1,0
DPR_0293,Infrastructure Development Project 433,Rural Development Department,Region 2,13 months,₹282 crore,₹142 crore,₹18 crore,03-11-2024,23-11-2028,41,Nagaland,Gangtok,None,TRUE,None,General Improvement,Project appears well-structured with minimal risks,Low,0.063829787,13,2,4,1,0
DPR_0294,Infrastructure Development Project 898,Road Construction Department,Region 1,11 months,₹400 crore,₹243 crore,₹6 crore,16-04-2025,03-04-2028,106,Mizoram,Agartala,Connectivity,TRUE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.015,11,3,3,1,0
DPR_0295,Infrastructure Development Project 617,Public Works Department,Region 6,13 months,₹220 crore,₹172 crore,₹13 crore,10-12-2026,11-03-2028,88,Manipur,Agartala,Flood,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.059090909,13,2,2,0,0
DPR_0296,Infrastructure Development Project 374,Public Works Department,Region 9,36 months,₹341 crore,₹95 crore,₹19 crore,23-12-2026,24-03-2028,137,Arunachal Pradesh,Gangtok,Flood,TRUE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.055718475,36,2,3,1,0
DPR_0297,Infrastructure Development Project 894,Urban Development Department,Region 2,6 months,₹75 crore,₹109 crore,₹3 crore,26-02-2026,06-05-2028,144,Mizoram,Kohima,Connectivity,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.04,6,2,5,1,0
DPR_0298,Infrastructure Development Project 518,Water Resources Department,Region 6,19 months,₹181 crore,₹314 crore,₹13 crore,08-05-2026,02-12-2028,190,Nagaland,Agartala,Flood,FALSE,Environmental,Risk Mitigation,Area prone to flood — require mitigation planning,High,0.071823204,19,5,3,0,0
DPR_0299,Infrastructure Development Project 579,Rural Development Department,Region 1,23 months,₹138 crore,₹299 crore,₹17 crore,14-03-2026,03-03-2027,133,Mizoram,Kohima,Landslide,FALSE,Environmental,Risk Mitigation,Area prone to landslide — require mitigation planning,High,0.123188406,23,5,2,0,0
DPR_0300,Infrastructure Development Project 136,Water Resources Department,Region 2,22 months,₹476 crore,₹147 crore,₹13 crore,26-08-2025,19-06-2027,31,Arunachal Pradesh,Itanagar,Landslide,TRUE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.027310924,22,4,5,1,0
DPR_0301,Infrastructure Development Project 630,Road Construction Department,Region 6,29 months,₹459 crore,₹52 crore,₹2 crore,05-09-2026,07-10-2028,170,Tripura,Aizawl,None,FALSE,Cost Overrun,Budget Rebalance,Increase contingency budget by 10%,High,0.004357298,29,4,4,0,2
DPR_0302,Infrastructure Development Project 682,Urban Development Department,Region 9,9 months,₹337 crore,₹200 crore,₹15 crore,12-12-2024,26-12-2029,12,Manipur,Shillong,Flood,FALSE,Delay,Timeline Adjustment,Timeline too short — extend by 3 months,High,0.044510386,9,5,4,0,2
